Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
287,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,/,/,124.332,124.332,125.332,126.332,,1.408,/,/,/,72.4097,71.3452,68.3214,,9.64E-07,0.000001154,0.000001212,1.51E-06,0.000010531,0.000357121,,,18.6,18.6,,,,,,,,,/,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,/,/,612.312,446.438,432.546,421.147,,1.653,/,574.159,512.325,464.908,451.124,441.512,,0.000008452,0.000009021,0.000009315,4.35E-06,5.10E-06,1.03E-05,,,/,/,,,,,,,,,/,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,/,/,123.649,121.649,122.649,123.649,,1.755,/,/,3646.21,3277.01,2764.05,2178.91,,0.00065412,0.000736144,0.00075125,0.00076572,0.000769121,0.000771121,,,/,/,,,,,,,,,/,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.2719,3.2719,3.2719,3.2719,3.2719,3.2719,,0.796,0.0125,0.00981,0.00654,0.00357,0.00294,0.00195,,8.45E-08,9.54E-08,1.02E-07,1.22E-07,1.45E-07,1.58E-07,,,/,/,,,,,,,,,0.024,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.65537,3.65537,3.65537,3.65537,3.65537,3.65537,,0.722,0.0135,0.0112,0.00752,0.0047,0.00375,0.0274,,1.85E-10,4.51E-09,1.65E-08,2.02E-07,0.000000995,0.00001145,,,17.4,17.4,,,,,,,,,0.044,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.94158,3.94158,3.94158,3.94158,3.94158,3.94158,,0.58,0.0142,0.0132,0.00754,0.00562,0.00395,0.00246,,1.54E-09,9.56E-09,3.54E-08,1.38E-07,0.000000965,1.25E-07,,,14.3,14.3,,,,,,,,,0.058,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.16451,4.16451,4.16451,4.16451,4.16451,4.16451,,0.23,0.0139,0.0124,0.00695,0.00519,0.00354,0.00231,,1.78E-10,4.65E-09,1.24E-08,1.26E-07,0.000000957,0.00001254,,,14.1,14.1,,,,,,,,,0.064,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.34658,4.34658,4.34658,4.34658,4.34658,4.34658,,0.325,0.0167,0.0154,0.00798,0.00626,0.00421,0.00372,,1.78E-10,4.41E-09,1.54E-08,1.95E-07,0.000000854,0.00001174,,,13.9,13.9,,,,,,,,,0.07,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.8,4.8,4.8,4.8,4.8,4.8,,0.82,/,/,/,/,/,/,,/,/,/,/,/,/,,,58,58,,,,,,,,,0.08,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,"Ethylene propylene diene monomer (EPDMJ-4045), density 0.9 g/cm3. Supplied by Jilin Petrochemical Company",,,,——EPDM——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,0,,,PECVD,,,,,,,,,,,,,,,,,,,,,,,2,2.9,2.7,2.7,2.7,2.7,2.7,,1.04,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,"Ethylene propylene diene monomer (EPDMJ-4045), density 0.9 g/cm3. Supplied by Jilin Petrochemical Company",,,,——EPDM/GE-0.05%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,0.0005,,,PECVD,,,,,,,,,,,,,,,,,,,,,,,2,3.5,3.1,3.1,3.1,3.1,3.1,,1.08,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,"Ethylene propylene diene monomer (EPDMJ-4045), density 0.9 g/cm3. Supplied by Jilin Petrochemical Company",,,,——EPDM/GE-0.10%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,0.001,,,PECVD,,,,,,,,,,,,,,,,,,,,,,,2,4.4,4.1,4.1,4.1,4.1,4.1,,1.11,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,"Ethylene propylene diene monomer (EPDMJ-4045), density 0.9 g/cm3. Supplied by Jilin Petrochemical Company",,,,——EPDM/GE-0.30%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,0.003,,,PECVD,,,,,,,,,,,,,,,,,,,,,,,2,5.5,5.2,5.2,5.2,5.2,5.2,,1.13,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,"Ethylene propylene diene monomer (EPDMJ-4045), density 0.9 g/cm3. Supplied by Jilin Petrochemical Company",,,,——EPDM/GE-0.50%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,0.005,,,PECVD,,,,,,,,,,,,,,,,,,,,,,,2,6.9,6.6,6.6,6.6,6.6,6.6,,1.16,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS Sylgard184,,,, ——纯PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Dielectric Material,CaCu3Ti4O12,Ti/Ca/Cu/O,Sphere ,50,Anisotropism,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3,3.3,3.3,3.3,3.3,3.3,,1.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS Sylgard184,,,, ——5wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Dielectric Material,CaCu3Ti4O12,Ti/Ca/Cu/O,Sphere ,50,Anisotropism,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.4,3.4,3.4,3.4,3.4,3.4,,0.82,0.032,0.013,0.01,0.008,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS Sylgard184,,,, ——10wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Dielectric Material,CaCu3Ti4O12,Ti/Ca/Cu/O,Sphere ,50,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.76,3.76,3.76,3.76,3.76,3.76,,1.19,0.047,0.025,0.018,0.01,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS Sylgard184,,,,——15wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Dielectric Material,CaCu3Ti4O12,Ti/Ca/Cu/O,Sphere ,50,Anisotropism,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.32,4.09,3.71,3.35,3.35,3.35,,0.19,0.023,0.008,0.007,0.005,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS Sylgard184,,,,——20wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Dielectric Material,CaCu3Ti4O12,Ti/Ca/Cu/O,Sphere ,50,Anisotropism,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.41,5.21,4.32,3.5,3.5,3.5,,0.39,0.038,0.014,0.011,0.008,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS Sylgard184,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预Polymer与混合物的重量比为1：15，加入PDMS预Polymer固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,Ceramic Materials,Dielectric Material,BaTiO3,Ba/Ti/O,Sphere ,75,Anisotropism,0.02,,,,,,,,,,12000,,,,,,,,,,,,,,,,2,3.14,2.91,2.78,2.65,2.54,2.34,,1.18,,,,,,,,,,,,,,,1.72,90,90,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS Sylgard184,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预Polymer与混合物的重量比为1：15，加入PDMS预Polymer固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,Ceramic Materials,Dielectric Material,BaTiO3,Ba/Ti/O,Sphere ,75,Anisotropism,0.05,,,,,,,,,,12000,,,,,,,,,,,,,,,,2,3.21,3.03,2.85,2.78,2.67,2.57,,1.04,,,,,,,,,,,,,,,156,89.4,89.4,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS Sylgard184,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预Polymer与混合物的重量比为1：15，加入PDMS预Polymer固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,Ceramic Materials,Dielectric Material,BaTiO3,Ba/Ti/O,Sphere ,75,Anisotropism,0.1,,,,,,,,,,12000,,,,,,,,,,,,,,,,2,3.45,3.29,3.12,3.02,2.97,2.87,,0.999,,,,,,,,,,,,,,,1.47,87.8,87.8,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS Sylgard184,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预Polymer与混合物的重量比为1：15，加入PDMS预Polymer固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,Ceramic Materials,Dielectric Material,BaTiO3,Ba/Ti/O,Sphere ,75,Anisotropism,0.15,,,,,,,,,,12000,,,,,,,,,,,,,,,,2,3.47,3.36,3.24,3.14,3.01,2.87,,1.06,,,,,,,,,,,,,,,1.39,85.7,85.7,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS Sylgard184,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预Polymer与混合物的重量比为1：15，加入PDMS预Polymer固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,Ceramic Materials,Dielectric Material,BaTiO3,Ba/Ti/O,Sphere ,75,Anisotropism,0.2,,,,,,,,,,12000,,,,,,,,,,,,,,,,2,3.87,3.61,3.45,3.31,3.19,3.02,,1.06,,,,,,,,,,,,,,,1.33,84.9,84.9,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS Sylgard184,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预Polymer与混合物的重量比为1：15，加入PDMS预Polymer固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,Ceramic Materials,Dielectric Material,BaTiO3,Ba/Ti/O,Sphere ,75,Anisotropism,0.3,,,,,,,,,,12000,,,,,,,,,,,,,,,,2,4.78,4.49,4.34,4.25,4.14,3.98,,1.32,,,,,,,,,,,,,,,1.34,80.7,80.7,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
