Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
285,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——B/M/PDMS-1-——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,3.153145,3.132468,3.11954,3.10718,3.04568,3.03547,,1.096,0.0251,0.006312,0.00423,0.00312,0.00214,0.00209,,1.24E-09,8.94E-09,3.21E-08,0.000000143,0.000000924,0.00001122,,,17.3,17.3,,,,,,,,,0.018,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——B/M/PDMS-2-——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化29min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,12.5,11.7,9.8,9.63733,9.63733,9.63733,,1.249,0.2213,0.08512,0.07921,0.07604,0.07021,0.06214,,2.46E-10,5.42E-09,1.74E-08,2.38E-07,0.000000945,0.00001243,,,15,15,,,,,,,,,0.039,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——B/M/PDMS-3-——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化29min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,/,/,124.332,124.332,125.332,126.332,,1.408,/,/,/,72.4097,71.3452,68.3214,,9.64E-07,0.000001154,0.000001212,1.51E-06,0.000010531,0.000357121,,,18.6,18.6,,,,,,,,,/,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——B/M/PDMS-4-——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化29min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,/,/,612.312,446.438,432.546,421.147,,1.653,/,574.159,512.325,464.908,451.124,441.512,,0.000008452,0.000009021,0.000009315,4.35E-06,5.10E-06,1.03E-05,,,/,/,,,,,,,,,/,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——B/M/PDMS-5——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化29min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,/,/,123.649,121.649,122.649,123.649,,1.755,/,/,3646.21,3277.01,2764.05,2178.91,,0.00065412,0.000736144,0.00075125,0.00076572,0.000769121,0.000771121,,,/,/,,,,,,,,,/,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——BP/MP/PDMS-1——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化29min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,3.2719,3.2719,3.2719,3.2719,3.2719,3.2719,,0.796,0.0125,0.00981,0.00654,0.00357,0.00294,0.00195,,8.45E-08,9.54E-08,1.02E-07,1.22E-07,1.45E-07,1.58E-07,,,/,/,,,,,,,,,0.024,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——BP/MP/PDMS-2——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化30min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化29min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,3.65537,3.65537,3.65537,3.65537,3.65537,3.65537,,0.722,0.0135,0.0112,0.00752,0.0047,0.00375,0.0274,,1.85E-10,4.51E-09,1.65E-08,2.02E-07,0.000000995,0.00001145,,,17.4,17.4,,,,,,,,,0.044,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——BP/MP/PDMS-3——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化31min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化30min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,3.94158,3.94158,3.94158,3.94158,3.94158,3.94158,,0.58,0.0142,0.0132,0.00754,0.00562,0.00395,0.00246,,1.54E-09,9.56E-09,3.54E-08,1.38E-07,0.000000965,1.25E-07,,,14.3,14.3,,,,,,,,,0.058,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——BP/MP/PDMS-4——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化32min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化31min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,4.16451,4.16451,4.16451,4.16451,4.16451,4.16451,,0.23,0.0139,0.0124,0.00695,0.00519,0.00354,0.00231,,1.78E-10,4.65E-09,1.24E-08,1.26E-07,0.000000957,0.00001254,,,14.1,14.1,,,,,,,,,0.064,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——BP/MP/PDMS-5——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化33min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化32min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,4.34658,4.34658,4.34658,4.34658,4.34658,4.34658,,0.325,0.0167,0.0154,0.00798,0.00626,0.00421,0.00372,,1.78E-10,4.41E-09,1.54E-08,1.95E-07,0.000000854,0.00001174,,,13.9,13.9,,,,,,,,,0.07,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——TiO2/PDMS——PDA预聚物和PDMS预聚物进行混合。然后在剧烈搅拌下，以预聚合物与混合物的重量比为1:10，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时。最终，将混合物转移到模具中，在100°C和6MPa下硫化34min.获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,导体,C,C,球型,50,各向异性,0.01,,中科时代纳米股份有限公司,/,,,,,,,,,,,,,,,,,,,,,,利用聚多巴胺(PDA)原位封装钛酸钡(BT)和多壁碳纳米管(MWCNT)，制备核壳结构填料，然后与PDMS溶液混合，在100°C和6MPa下硫化32min。获得最终的BT/MWCNT/PDMS或BT-PDA/MWCNT-PDA/PDMS纳米复合材料。然后用交联剂硫化。,2,4.8,4.8,4.8,4.8,4.8,4.8,,0.82,/,/,/,/,/,/,,/,/,/,/,/,/,,,58,58,,,,,,,,,0.08,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3,Ba/Ti/O,球型,100,各向异性,0.1,,阿拉丁试剂有限公司（中国）,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,乙丙二烯单体(EPDMJ-4045)，密度为0.9 g/cm3。由吉林石化公司提供,,,,——纯EPDM——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,无机非金属,导体,C,C,不规则型,,各向同性,0,,石墨烯纳米片(GE)购自江苏洪洞科技有限公司。,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE),,,,,,,,,,,,,,,,,,,,,,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE)，提高乙烯丙烯二烯单体(EPDM)基弹性体的介电常数。,2,2.9,2.7,2.7,2.7,2.7,2.7,,1.04,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,乙丙二烯单体(EPDMJ-4045)，密度为0.9 g/cm3。由吉林石化公司提供,,,,——EPDM/GE-0.05%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,无机非金属,导体,C,C,不规则型,,各向同性,0.0005,,石墨烯纳米片(GE)购自江苏洪洞科技有限公司。,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE),,,,,,,,,,,,,,,,,,,,,,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE)，提高乙烯丙烯二烯单体(EPDM)基弹性体的介电常数。,2,3.5,3.1,3.1,3.1,3.1,3.1,,1.08,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,乙丙二烯单体(EPDMJ-4045)，密度为0.9 g/cm3。由吉林石化公司提供,,,,——EPDM/GE-0.10%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,无机非金属,导体,C,C,不规则型,,各向同性,0.001,,石墨烯纳米片(GE)购自江苏洪洞科技有限公司。,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE),,,,,,,,,,,,,,,,,,,,,,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE)，提高乙烯丙烯二烯单体(EPDM)基弹性体的介电常数。,2,4.4,4.1,4.1,4.1,4.1,4.1,,1.11,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,乙丙二烯单体(EPDMJ-4045)，密度为0.9 g/cm3。由吉林石化公司提供,,,,——EPDM/GE-0.30%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,无机非金属,导体,C,C,不规则型,,各向同性,0.003,,石墨烯纳米片(GE)购自江苏洪洞科技有限公司。,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE),,,,,,,,,,,,,,,,,,,,,,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE)，提高乙烯丙烯二烯单体(EPDM)基弹性体的介电常数。,2,5.5,5.2,5.2,5.2,5.2,5.2,,1.13,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
